Bratislavský kraj,,
,,
Volebný obvod č. 1,,
 , , 
Juraj Rýdzi,NOVA,329
Peter Stanko,"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH","1,049"
Peter Špacír,SMS,43
,,
Volebný obvod č. 18,,
 , , 
Mária Gaspareková,NP,231
Jozef Hudák,SNS,255
Štefan Jurčík,SMER - SD,753
Michal Polónyi,PD,54
István Pomichal,"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH","1,059"
Blažej Slabý,NOVA,555
,,
Trnavský kraj,,
,,
Volebný obvod č. 1,,
 , , 
László Bacsó,SMK-MKP,"8,507"
Gabriel Bárdos,SMK-MKP,"8,614"
Lajos Berner,MOST - HÍD,"4,119"
Gabriel Csicsai,MOST - HÍD,"6,638"
Jozef Čech,NP,511
Marian Dúbrava,"KDH,SDKÚ - DS",878
Arpád Érsek,MOST - HÍD,"8,077"
Eva Farkašová,SRÚS,467
Tímea Feketeová,MOST - HÍD,"5,202"
Iván Fenes,SMK-MKP,"8,002"
Terézia Földváryová,NEKA,"2,169"
Miroslav Gašpar,MOST - HÍD,"5,430"
Zoltán Hájos,SMK-MKP,"8,565"
Štefan Horony,"KDH,SDKÚ - DS",677
Richard Kmeť,SMER - SD,"1,294"
Erika Kočišová,NOVA,773
Marián Krásny,SNS,475
Ľudovít Kulcsár,NEKA,"2,610"
József Kvarda,SMK-MKP,"8,177"
Ildikó Laposová,MOST - HÍD,"4,850"
Attila Lázok,NEKA,"1,632"
József Menyhárt,SMK-MKP,"8,238"
László Miklós,SMK-MKP,"7,665"
József Nagy,MOST - HÍD,"8,794"
Vidor Nagy,SMS,"1,820"
Ladislav Polák,SMK-MKP,"6,282"
Mária Rabinová,KSS,371
Štefan Radics,SMER - SD,738
Jozef Ravasz,SRÚS,756
Július Šimon,NEKA,"1,449"
Peter Štuller,"KDH,SDKÚ - DS","1,111"
František Vangel,MOST - HÍD,"4,259"
,,
Volebný obvod č. 2,,
 , , 
Gergely Agócs,SMK-MKP,"3,136"
József Berényi,SMK-MKP,"4,671"
László Biró,SMK-MKP,"3,576"
Boris Brunner,MOST - HÍD,"1,815"
Zuzana Csadyová,MOST - HÍD,"2,948"
Pavol Doval,SMER - SD,"1,823"
Zoltán Forró,MOST - HÍD,"2,531"
Krisztián Forró,SMK-MKP,"3,698"
Gábor Gál,MOST - HÍD,"3,608"
Júlia Gálová,SMER - SD,"1,969"
František Gőgh,ND,965
Bystrík Horváth,SNS,"1,830"
Mikuláš Horváth,SMK-MKP,"2,605"
Ervin Chomča,MOST - HÍD,"3,050"
František Juhos,MOST - HÍD,"2,956"
Ladislav Klempa,KSS,639
Peter Kolek,KSS,740
Róbert Korec,"KDH,SDKÚ - DS","1,535"
Slávka Kramárová,SNS,"2,390"
Adrián Macho,"SaS,OKS","1,152"
Miloš Majko,"Zmena zdola, DÚ","1,741"
Michal Nagy,SMS,413
Jozef Nagy,NEKA,"1,383"
Zsolt Oros,MOST - HÍD,"1,635"
Gábor Pallya,ND,683
László Pék,SMK-MKP,"3,126"
Stanislava Režnáková,SNS,"1,074"
Roman Súkeník,SMER - SD,"2,653"
Roland Szekera,NOVA,554
Ľuboš Šúry,SMER - SD,"3,042"
Milan Vlček,ĽS-HZDS,857
Ružena Vongrejová,NOVA,714
Vladimír Vranovič,SMER - SD,"2,790"
,,
Volebný obvod č. 3,,
 , , 
Branislav Andreanský,"KDH,SDKÚ - DS",537
Miroslav Bobák,NEKA,810
Erik Bojničan,MOST - HÍD,207
Ján Dlhopolček,ĽS-HZDS,646
Milan Domaracký,NEKA,"1,961"
Miloslav Drgoň,NEKA,"1,189"
Peter Dvoran,"KDH,SDKÚ - DS","1,259"
Vladimír Filip,SNS,161
Alena Jelušová,NEKA,"1,691"
Zdenka Magulicová,NaS - ns,460
Milan Miklovič,ND,91
Lubomír Paulík,SRK,157
Oliver Pestún,NEKA,"1,180"
Radomír Pikna,NaS - ns,159
Ivan Rogovský,"SaS,OKS",101
Gabriela Sporímska,SMER - SD,841
Tibor Stanko,"KDH,SDKÚ - DS",601
Stanislav Števo,SMER - SD,744
Peter Tvrdý,KSS,268
Martin Vilhelm,SRK,52
Patrik Voltmann,NEKA,"1,014"
Miroslav Začko,ĽS-HZDS,382
,,
Volebný obvod č. 4,,
 , , 
Iveta Babičová,"KDH,SDKÚ - DS","1,929"
Jozef Bolješik,"KDH,SDKÚ - DS","1,595"
Ivan Borovský,NEKA,"1,516"
Remo Cicutto,NEKA,"2,007"
Jozef Dragula,"KDH,SDKÚ - DS",968
Jozef Drahovský,NEKA,"1,701"
Milan Gajdoš,SMER - SD,"1,534"
Marián Gula,"KDH,SDKÚ - DS","1,141"
Ján Horváth,SMER - SD,"1,238"
Ján Jánoška,NEKA,"1,107"
Eva Kolláriková,SMER - SD,"1,536"
Magdaléna Kuciaňová,SNS,628
Gilbert Liška,ND,664
Jozef Maceka,"SaS,OKS",422
Milan Máček,SMER - SD,"1,068"
Jozef Malík,NEKA,"1,573"
Alica Miklášová,NEKA,"1,154"
Peter Ottinger,"KDH,SDKÚ - DS","1,611"
Marián Ručkay,ĽS-HZDS,536
František Tahotný,ND,520
Miloš Tamajka,SMER - SD,"2,435"
,,
Volebný obvod č. 5,,
 , , 
Jaroslav Barcaj,SNS,965
Vladimír Bízek,"KDH,SDKÚ - DS","1,498"
Richard Čižmár,NOVA,619
Martin Čulen,SZS,"1,248"
Michal Dudaš,NOVA,499
Jozef Fábik,MOST - HÍD,320
Jozef Hladík,"KDH,SDKÚ - DS","1,445"
Pavel Jankovič,ND,421
Ján Kovár,SMER - SD,"1,551"
Vladimír Jan Kružík,KDS,515
Martin Lidaj,SMER - SD,"1,601"
Štefan Mikula,NEKA,"1,380"
Ľubomír Parízek,NEKA,"1,815"
Lukáš Piroha,"KDH,SDKÚ - DS","1,190"
Peter Priwitzer,"KDH,SDKÚ - DS",770
Radovan Prstek,SMER - SD,"1,728"
Roman Sova,"KDH,SDKÚ - DS","1,670"
Štefan Šimkovič,NEKA,"1,146"
Ján Záhončík,SNS,736
,,
Volebný obvod č. 6,,
 , , 
Zdenko Čambal,NEKA,"3,180"
Jozef Hazlinger,SMER - SD,"3,071"
Vladimír Horák,"KDH,SDKÚ - DS",813
Stanislav Chovanec,SMER - SD,"3,606"
Miroslav Jureňa,SNS,902
Radoslav Kalný,MOST - HÍD,107
Eduard Majerský,ND,219
Branislav Mikitka,NÁŠ KRAJ,270
Viera Mikulášiková,ND,279
Tomáš Mikúš,NOVA,"2,189"
Emília Nádlerová,SNS,294
Pavol Nemec,7 STATOČNÝCH,644
Jaroslav Studený,KSS,166
Lukáš Tisoň,"KDH,SDKÚ - DS","2,255"
Daniel Vidovič,"KDH,SDKÚ - DS","1,587"
Tomáš Zboril,NOVA,523
,,
Volebný obvod č. 7,,
 , , 
Ľubomír Antal,SMER - SD,"4,015"
Natália Blahová,"SaS,OKS","1,891"
Štefan Bošnák,"KDH,SDKÚ - DS","4,465"
Bianka Branišová,SMS,"1,151"
Vladimír Butko,"KDH,SDKÚ - DS","4,782"
Ivan Dudáš,NOVA,"1,887"
Pavel Ďurko,NOVA,"2,188"
Marta Gubrická,SMER - SD,"3,718"
Augustín Hambálek,SMER - SD,"4,059"
Martin Heriban,"KDH,SDKÚ - DS","3,577"
Silvia Hojerová,SMER - SD,"3,583"
Bohumil Chmelík,"KDH,SDKÚ - DS","3,029"
Radomír Jaček,PD,612
Ivan Jakabovič,NP,645
Katarína Jelačičová,SMER - SD,"3,810"
Ján Jobb,"KDH,SDKÚ - DS","2,076"
Jozef Klokner,NEKA,"3,358"
Jozef Kozoň,NEKA,"2,592"
Blažena Královičová,"KDH,SDKÚ - DS","2,860"
Miloš Krištofík,SMER - SD,"3,056"
Štefan Krištofík,ĽS-HZDS,"2,052"
Lucia Kröllerová,SMS,705
Marek Krupa,"SaS,OKS",884
Dušan Lamoš-Feré,SMS,492
Lenka Lopašovská,SMS,850
Vladimír Maček,NOVA,"1,998"
Rastislav Mráz,"KDH,SDKÚ - DS","2,972"
Pavel Olah,KSS,696
Jozef Pikna,"KDH,SDKÚ - DS","2,985"
Jozef Pobiecký,"KDH,SDKÚ - DS","3,806"
Martin Polák,SNS,833
Filip Rendoš,SNS,628
Andrej Richnák,NP,"1,116"
Ladislav Roman,NEKA,"1,393"
Zuzana Ryšková,"SaS,OKS","1,107"
Mikuláš Santner,NOVA,"1,121"
Ján Skukálek,ND,578
Bystrík Stanko,SMER - SD,"3,958"
Jozef Šandor,SRK,259
Matej Šrubař,"SaS,OKS",668
Slavomír Tatranský,SNS,623
Kvetoslava Tibenská,SMER - SD,"3,496"
Lenka Trnková,SMS,668
Marián Viskupič,"SaS,OKS","1,590"
Karol Zachar,SMER - SD,"3,330"
Eva Zatková,ĽS-HZDS,"1,858"
Stanislav Žigmund,SRK,263
,,
Trenčiansky kraj,,
,,
Volebný obvod č. 1,,
 , , 
Peter Bulík,NEKA,"1,029"
Milan Došek,SMER - SD,927
Mária Hajšová,SMER - SD,"1,720"
Dávid Holý,"KDH,OKS,SaS,NOVA,MOST - HÍD,SDKÚ - DS",680
Emília Hudecová,ĽS-HZDS,328
Marián Chovanec,NEKA,"1,235"
Vladimír Kaniarik,KSS,193
Ladislav Kšiňan,"KDH,OKS,SaS,NOVA,MOST - HÍD,SDKÚ - DS","1,060"
Zuzana  Máčeková,NEKA,"2,046"
Richard Makýš,SMER - SD,914
Mária Mäsiarová,PaS,138
Martin Mikuš,SNS,177
Patrik Niko,SNS,153
Rudolfa Novotná,NEKA,"1,486"
Milan Strempek,NEKA,336
Milan Šebeň,KSS,382
Stanislav Šiko,KSS,300
Štefan Tretinár,SNS,147
Stanislav Vavro,NEKA,468
,,
Volebný obvod č. 2,,
 , , 
Marián Antal,NEKA,976
Pavol Bagin,SMER - SD,"2,059"
Anton Barták,MS,709
Štefan Bednárik,SNS,279
Katarína Bližnáková,SF,698
Eva Bočincová,"KDH,OKS,SaS,NOVA,MOST - HÍD,SDKÚ - DS","2,158"
Radomír Brtáň,"Zmena zdola, DÚ","1,018"
Viliam Cíbik,NEKA,"2,001"
Rastislav Čepák,SMER - SD,"1,944"
Štefan Daško,NEKA,"1,246"
Martin Fabuš,KSS,578
Anton Fabuš,SMER - SD,"1,974"
Jozef Gašparík,NEKA,"1,618"
Peter Hajdúch,SNS,574
Juraj Hort,"KDH,OKS,SaS,NOVA,MOST - HÍD,SDKÚ - DS","2,102"
Peter Hutyra,SNS,303
Anna Chalupková,NEKA,886
Pavol Janík,SNS,299
Edmund Kmeco,NEKA,307
Tibor Kramár,"KDH,OKS,SaS,NOVA,MOST - HÍD,SDKÚ - DS",686
Peter Marušinec,SMER - SD,"2,135"
Peter Perichta,"KDH,OKS,SaS,NOVA,MOST - HÍD,SDKÚ - DS","1,123"
Robert Rafaj,SMER - SD,"1,635"
Rastislav Smolka,ĽS Naše Slovensko,214
Emil Suchánek,NEKA,"1,658"
Ľubomír Sýkora,SNS,221
Ján Šatka,"KDH,OKS,SaS,NOVA,MOST - HÍD,SDKÚ - DS","1,616"
Tomáš Zemko,ĽS-HZDS,442
,,
Volebný obvod č. 3,,
 , , 
Anna Abramovičová,NEKA,"1,267"
Miroslav Baranovič,ĽS-HZDS,195
Roman Černák,SMER - SD,155
Martin Ferianec,"KDH,OKS,SaS,NOVA,MOST - HÍD,SDKÚ - DS",237
Pavel Halabrín,NEKA,"1,544"
Štefan Klimek,SNS,101
Emília Krajčiová,NEKA,703
Róbert Oružinský,"Zmena zdola, DÚ",116
Vladislav Petráš,SMER - SD,901
Ivana Rapantová,"KDH,OKS,SaS,NOVA,MOST - HÍD,SDKÚ - DS",277
Ján Sedílek,KSS,66
Radoslav Sivák,SNS,78
,,
Volebný obvod č. 4,,
 , , 
Radovan Ammer,ĽS-HZDS,"1,013"
Stanislav Baláž,KSS,469
