Bratislavský kraj,Volebný obvod č. 2,7,Roman,Blanár,53,prevádzkar v reštauračnom zariadení,Bratislava - Ružinov,ĽS Naše Slovensko
Bratislavský kraj,Volebný obvod č. 2,8,Kamil,Bodnár,37,dátový analytik,Bratislava - Ružinov,"SaS, OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), KDH, SMK-MKP, NOVA, OKS, Zmena zdola, DÚ"
Bratislavský kraj,Volebný obvod č. 2,9,Ján,Buocik,40,advokát,Bratislava - Ružinov,NEKA
Bratislavský kraj,Volebný obvod č. 2,10,Petra,Demková,39,živnostníčka,Bratislava - Ružinov,"MOST - HÍD, SMER-SD, SKOK - ELD, SZ, SDKÚ-DS, STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI"
Bratislavský kraj,Volebný obvod č. 2,11,Slavomír,Drozd,52,dizajnér,Bratislava - Ružinov,"MOST - HÍD, SMER-SD, SKOK - ELD, SZ, SDKÚ-DS, STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI"
Bratislavský kraj,Volebný obvod č. 2,12,Martina,Fondrková,43,poslankyňa miestne zastupiteľstvo mestskej časti BA-Ružinov,Bratislava - Ružinov,"MOST - HÍD, SMER-SD, SKOK - ELD, SZ, SDKÚ-DS, STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI"
Bratislavský kraj,Volebný obvod č. 2,13,Marián,Gajdoš,58,zástupca starostu,Bratislava - Ružinov,#SIEŤ
Bratislavský kraj,Volebný obvod č. 2,14,Natália,Grausová,63,poslankyňa NR SR,Bratislava - Ružinov,ĽS Naše Slovensko
Bratislavský kraj,Volebný obvod č. 2,15,Adam,Greksa,32,podnikateľ,Bratislava - Ružinov,NEKA
Bratislavský kraj,Volebný obvod č. 2,16,Danka,Hevierová,63,ekonómka,Bratislava - Ružinov,SNS
Bratislavský kraj,Volebný obvod č. 2,17,Ján,Höher,69,tenisový tréner,Bratislava - Ružinov,NP
Bratislavský kraj,Volebný obvod č. 2,18,Miloslav,Hrádek,43,manažér,Bratislava - Ružinov,SME RODINA - Boris Kollár
Bratislavský kraj,Volebný obvod č. 2,19,Dušan,Hruška,57,živnostník,Bratislava - Ružinov,ĽS Naše Slovensko
Bratislavský kraj,Volebný obvod č. 2,20,Martin,Chren,36,ekonóm,Bratislava - Ružinov,NEKA
Bratislavský kraj,Volebný obvod č. 2,21,Pavol,Jusko,53,vysokoškolský pedagóg,Bratislava - Ružinov,SME RODINA - Boris Kollár
Bratislavský kraj,Volebný obvod č. 2,22,Branislav,Kaliský,49,architekt,Bratislava - Ružinov,NEKA
Bratislavský kraj,Volebný obvod č. 2,23,Monika,Kozelová,56,dramaturg,Bratislava - Ružinov,NEKA
Bratislavský kraj,Volebný obvod č. 2,24,Petra,Krištúfková,40,poslankyňa NR SR,Bratislava - Ružinov,SME RODINA - Boris Kollár
Bratislavský kraj,Volebný obvod č. 2,25,Daniel,Kučera,43,technický manažér - zriaďovateľ školy,Bratislava - Ružinov,SNS
Bratislavský kraj,Volebný obvod č. 2,26,Marcela,Kulifajová,42,koordinátor v oblasti odborného vzdelávania stredných odborných škôl,Bratislava - Ružinov,NEKA
Bratislavský kraj,Volebný obvod č. 2,27,Maroš,Mačuha,44,SZČO,Bratislava - Ružinov,NEKA
Bratislavský kraj,Volebný obvod č. 2,28,Marek,Machata,34,projektový manažér,Bratislava - Ružinov,"SaS, OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), KDH, SMK-MKP, NOVA, OKS, Zmena zdola, DÚ"
Bratislavský kraj,Volebný obvod č. 2,29,Jozef,Matúšek,70,"učiteľ na dôchodku, občiansky aktivista",Bratislava - Ružinov,NEKA
Bratislavský kraj,Volebný obvod č. 2,30,Silvester,Minarovič,79,právnik,Bratislava - Ružinov,SNS
Bratislavský kraj,Volebný obvod č. 2,31,Robert,Műller,60,zdravotne ťažko postihnutý,Bratislava - Ružinov,"MOST - HÍD, SMER-SD, SKOK - ELD, SZ, SDKÚ-DS, STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI"
Bratislavský kraj,Volebný obvod č. 2,32,Ondrej,Noskovič,59,administratívny pracovník,Bratislava - Ružinov,NP
Bratislavský kraj,Volebný obvod č. 2,33,Petra,Palenčárová,36,manažérka,Bratislava - Ružinov,NEKA
Bratislavský kraj,Volebný obvod č. 2,34,Martin,Patoprstý,32,občiansky aktivista,Bratislava - Ružinov,NEKA
Bratislavský kraj,Volebný obvod č. 2,35,Dušan,Pekár,53,starosta,Bratislava - Ružinov,"SaS, OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), KDH, SMK-MKP, NOVA, OKS, Zmena zdola, DÚ"
Bratislavský kraj,Volebný obvod č. 2,36,Pavol,Petrovič,53,podnikateľ,Bratislava - Ružinov,ŠANCA
Bratislavský kraj,Volebný obvod č. 2,37,Denisa,Pilotto,41,architektka,Bratislava - Ružinov,SME RODINA - Boris Kollár
Bratislavský kraj,Volebný obvod č. 2,38,Vladimír,Randa,78,živnostník,Bratislava - Ružinov,NP
Bratislavský kraj,Volebný obvod č. 2,39,Anna,Reinerová,59,ekonómka,Bratislava - Ružinov,NEKA
Bratislavský kraj,Volebný obvod č. 2,40,Erika,Reinoldová,35,občianska aktivistka,Bratislava - Ružinov,NAJ
Bratislavský kraj,Volebný obvod č. 2,41,Patrik,Riszdorfer,48,mediálny poradca,Bratislava - Ružinov,STRANA MODERNÉHO SLOVENSKA (SMS)
Bratislavský kraj,Volebný obvod č. 2,42,Branislav,Saga,52,živnostník,Bratislava - Ružinov,ĽS Naše Slovensko
Bratislavský kraj,Volebný obvod č. 2,43,Anton,Savitský,67,pracovník bezpečnostnej služby,Bratislava - Ružinov,ĽS Naše Slovensko
Bratislavský kraj,Volebný obvod č. 2,44,Vladimír,Sloboda,38,manažér kvality,Bratislava - Ružinov,"SaS, OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), KDH, SMK-MKP, NOVA, OKS, Zmena zdola, DÚ"
Bratislavský kraj,Volebný obvod č. 2,45,Ľubomír,Ščasný,57,ekonóm,Bratislava - Ružinov,"SaS, OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), KDH, SMK-MKP, NOVA, OKS, Zmena zdola, DÚ"
Bratislavský kraj,Volebný obvod č. 2,46,Janka,Šípošová,68,"psychologička, expertka pre obete trestných činov",Bratislava - Ružinov,"SaS, OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), KDH, SMK-MKP, NOVA, OKS, Zmena zdola, DÚ"
Bratislavský kraj,Volebný obvod č. 2,47,Ladislav,Špánik,64,dôchodca,Bratislava - Ružinov,ĽS Naše Slovensko
Bratislavský kraj,Volebný obvod č. 2,48,Lucia,Štasselová,59,poslankyňa,Bratislava - Ružinov,NEKA
Bratislavský kraj,Volebný obvod č. 2,49,Michal,Vicáň,33,projektový manažér,Bratislava - Ružinov,SME RODINA - Boris Kollár
Bratislavský kraj,Volebný obvod č. 2,50,Štefan,Zima,68,dôchodca,Bratislava - Ružinov,SNS
Bratislavský kraj,Volebný obvod č. 3,1,Milan,Antolík,57,projektant,Bratislava - Vrakuňa,SZS
Bratislavský kraj,Volebný obvod č. 3,2,Juraj,Kaliský,64,stomatológ,Bratislava - Vrakuňa,ĽS Naše Slovensko
Bratislavský kraj,Volebný obvod č. 3,3,Lukáš,Královič,18,študent - Galileo school,Bratislava - Vrakuňa,NEKA
Bratislavský kraj,Volebný obvod č. 3,4,Oľga,Kubalíková,55,ekonóm,Bratislava - Vrakuňa,"MOST - HÍD, SMER-SD, SKOK - ELD, SZ, SDKÚ-DS, STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI"
Bratislavský kraj,Volebný obvod č. 3,5,Radovan,Sednička,40,podnikateľ,Bratislava - Vrakuňa,NP
Bratislavský kraj,Volebný obvod č. 3,6,Zuzana,Schwartzová,51,manažérka,Bratislava - Vrakuňa,"SaS, OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), KDH, SMK-MKP, NOVA, OKS, Zmena zdola, DÚ"
Bratislavský kraj,Volebný obvod č. 3,7,Soňa,Svoreňová,33,podnikateľka a odborníčka v cestovnom ruchu,Bratislava - Vrakuňa,NEKA
Bratislavský kraj,Volebný obvod č. 3,8,Jozef,Šiška,58,manažér SBS,Bratislava - Vrakuňa,SNS
Bratislavský kraj,Volebný obvod č. 3,9,Peter,Šrobár,39,advokát,Bratislava - Vrakuňa,NF
Bratislavský kraj,Volebný obvod č. 4,1,Dagmar,Anettová,58,pedagóg,Bratislava - Podunajské Biskupice,NP
Bratislavský kraj,Volebný obvod č. 4,2,František,Dej,69,podnikateľ,Bratislava - Podunajské Biskupice,"MOST - HÍD, SMER-SD, SKOK - ELD, SZ, SDKÚ-DS, STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI"
Bratislavský kraj,Volebný obvod č. 4,3,Ľudovít,Hajduk,46,riaditeľ a prorektor,Bratislava - Podunajské Biskupice,SNS
Bratislavský kraj,Volebný obvod č. 4,4,Stanislav,Koiš,30,občiansky aktivista,Bratislava - Podunajské Biskupice,NEKA
Bratislavský kraj,Volebný obvod č. 4,5,Jana,Kováčiková,34,manažérka,Bratislava - Podunajské Biskupice,"MOST - HÍD, SMER-SD, SKOK - ELD, SZ, SDKÚ-DS, STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI"
Bratislavský kraj,Volebný obvod č. 4,6,Mikuláš,Krippel,31,právnik a univerzitný učiteľ,Bratislava - Podunajské Biskupice,"SaS, OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), KDH, SMK-MKP, NOVA, OKS, Zmena zdola, DÚ"
Bratislavský kraj,Volebný obvod č. 4,7,Katarína,Matuszná,36,špecialista nákupu,Bratislava - Podunajské Biskupice,"SaS, OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), KDH, SMK-MKP, NOVA, OKS, Zmena zdola, DÚ"
Bratislavský kraj,Volebný obvod č. 4,8,Alžbeta,Ožvaldová,56,starostka,Bratislava - Podunajské Biskupice,NF
Bratislavský kraj,Volebný obvod č. 4,9,Zuzana,Špaleková,55,štátna zamestnankyňa,Bratislava - Podunajské Biskupice,SNS
Bratislavský kraj,Volebný obvod č. 4,10,Eva,Tručková,62,administratívna pracovníčka,Bratislava - Podunajské Biskupice,NP
Bratislavský kraj,Volebný obvod č. 4,11,Ildikó,Virágová,50,podnikateľ,Bratislava - Podunajské Biskupice,NF
Bratislavský kraj,Volebný obvod č. 5,1,Andrej,Árva,35,"ekonóm, občiansky aktivista",Bratislava - Nové Mesto,NEKA
Bratislavský kraj,Volebný obvod č. 5,2,Katarína,Augustinič,35,dopravná inžinierka,Bratislava - Nové Mesto,NEKA
Bratislavský kraj,Volebný obvod č. 5,3,Marián,Bauman,48,živnostník,Bratislava - Nové Mesto,ĽS Naše Slovensko
Bratislavský kraj,Volebný obvod č. 5,4,Klára,Dynisová,52,administratívna pracovníčka,Bratislava - Nové Mesto,NEKA
Bratislavský kraj,Volebný obvod č. 5,5,Pavol,Galamboš,53,ekonóm,Bratislava - Nové Mesto,NEKA
Bratislavský kraj,Volebný obvod č. 5,6,Dušan,Galis,67,poslanec Národnej rady Slovenskej republiky,Bratislava - Nové Mesto,"MOST - HÍD, SMER-SD, SKOK - ELD, SZ, SDKÚ-DS, STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI"
Bratislavský kraj,Volebný obvod č. 5,7,Miroslav,Goldschmied,43,manažér,Bratislava - Nové Mesto,"MOST - HÍD, SMER-SD, SKOK - ELD, SZ, SDKÚ-DS, STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI"
Bratislavský kraj,Volebný obvod č. 5,8,Karol,Holan,69,dôchodca,Bratislava - Nové Mesto,SNS
Bratislavský kraj,Volebný obvod č. 5,9,Ivan,Ištvánffy,44,riaditeľ ASM MO SR,Bratislava - Nové Mesto,SNS
Bratislavský kraj,Volebný obvod č. 5,10,Martin,Jakubec,33,"manažment riadenia, generálny manažér, pedagóg, podnikateľ",Bratislava - Nové Mesto,NEKA
Bratislavský kraj,Volebný obvod č. 5,11,Rastislav,Krúpa,44,podnikateľ,Bratislava - Nové Mesto,NP
Bratislavský kraj,Volebný obvod č. 5,12,Richard,Mikulec,41,"právnik, občiansky aktivista",Bratislava - Nové Mesto,NEKA
Bratislavský kraj,Volebný obvod č. 5,13,Vladimír,Mikuš,31,politológ,Bratislava - Nové Mesto,NEKA
Bratislavský kraj,Volebný obvod č. 5,14,Martin,Ondruš,49,stomatológ,Bratislava - Nové Mesto,SME RODINA - Boris Kollár
Bratislavský kraj,Volebný obvod č. 5,15,Denisa,Pavlišinová,52,tanečný pedagóg,Bratislava - Nové Mesto,"SaS, OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), KDH, SMK-MKP, NOVA, OKS, Zmena zdola, DÚ"
Bratislavský kraj,Volebný obvod č. 5,16,Lubomír,Petrík,70,právnik,Bratislava - Nové Mesto,ĽS Naše Slovensko
Bratislavský kraj,Volebný obvod č. 5,17,Juraj,Petrovič,46,manažér,Bratislava - Nové Mesto,"SaS, OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), KDH, SMK-MKP, NOVA, OKS, Zmena zdola, DÚ"
Bratislavský kraj,Volebný obvod č. 5,18,Edita,Pfundtner,44,advokátka,Bratislava - Nové Mesto,"MOST - HÍD, SMER-SD, SKOK - ELD, SZ, SDKÚ-DS, STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI"
Bratislavský kraj,Volebný obvod č. 5,19,Štefan,Polák,62,lekár - pedagóg LFUK,Bratislava - Nové Mesto,SNS
Bratislavský kraj,Volebný obvod č. 5,20,Zuzana,Rattajová,36,ekonómka a kultúrna aktivistka,Bratislava - Nové Mesto,"SaS, OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), KDH, SMK-MKP, NOVA, OKS, Zmena zdola, DÚ"
Bratislavský kraj,Volebný obvod č. 5,21,Alexandra,Suchánková,33,manažérka,Bratislava - Nové Mesto,ĽS Naše Slovensko
Bratislavský kraj,Volebný obvod č. 5,22,Róbert,Šetina,38,projektový manažér,Bratislava - Nové Mesto,SME RODINA - Boris Kollár
Bratislavský kraj,Volebný obvod č. 5,23,Ivana,Trgiňová,47,psychoterapeut,Bratislava - Nové Mesto,NF
Bratislavský kraj,Volebný obvod č. 5,24,Martin,Vlačiky,35,"geológ - paleontológ, občiansky aktivista",Bratislava - Nové Mesto,NEKA
Bratislavský kraj,Volebný obvod č. 6,1,Marián,Borbély,58,SZČO,Bratislava - Rača,SME RODINA - Boris Kollár
Bratislavský kraj,Volebný obvod č. 6,2,Michal,Drotován,36,prednosta miestneho úradu,Bratislava - Rača,NEKA
Bratislavský kraj,Volebný obvod č. 6,3,Justín,Horvatovič,34,požiarny technik,Bratislava - Vajnory,ĽS Naše Slovensko
Bratislavský kraj,Volebný obvod č. 6,4,Dagmar,Kramplová,59,vedúca organizačného oddelenia,Bratislava - Rača,SNS
Bratislavský kraj,Volebný obvod č. 6,5,Monika,Luknárová,47,manažérka,Bratislava - Rača,NEKA
Bratislavský kraj,Volebný obvod č. 6,6,Jozef,Nemšovský,74,dôchodca,Bratislava - Vajnory,SNS
Bratislavský kraj,Volebný obvod č. 6,7,Róbert,Pajdlhauser,50,manažér logistiky,Bratislava - Rača,"SaS, OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), KDH, SMK-MKP, NOVA, OKS, Zmena zdola, DÚ"
Bratislavský kraj,Volebný obvod č. 6,8,Peter,Pilinský,45,starosta,Bratislava - Rača,"MOST - HÍD, SMER-SD, SKOK - ELD, SZ, SDKÚ-DS, STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI"
Bratislavský kraj,Volebný obvod č. 6,9,Ján,Polakovic,28,projektový manažér,Bratislava - Rača,NEKA
Bratislavský kraj,Volebný obvod č. 6,10,Michal,Vlček,37,ekonóm,Bratislava - Vajnory,NEKA
Bratislavský kraj,Volebný obvod č. 6,11,Juraj,Vodenský,39,podnikateľ,Bratislava - Rača,ĽS Naše Slovensko
Bratislavský kraj,Volebný obvod č. 6,12,Anna,Zemanová,58,poslankyňa NR SR,Bratislava - Vajnory,"SaS, OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), KDH, SMK-MKP, NOVA, OKS, Zmena zdola, DÚ"
Bratislavský kraj,Volebný obvod č. 6,13,Rastislav,Žitný,45,vicestarosta,Bratislava - Rača,"MOST - HÍD, SMER-SD, SKOK - ELD, SZ, SDKÚ-DS, STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI"
Bratislavský kraj,Volebný obvod č. 7,1,Tibor,Balga,30,VŠ pedagóg,Bratislava - Karlova Ves,SNS
Bratislavský kraj,Volebný obvod č. 7,2,Vladimír,Balogh,71,lekár,Bratislava - Karlova Ves,STRANA MODERNÉHO SLOVENSKA (SMS)
Bratislavský kraj,Volebný obvod č. 7,3,Igor,Bendík,41,podpredseda BSK,Bratislava - Karlova Ves,"SaS, OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), KDH, SMK-MKP, NOVA, OKS, Zmena zdola, DÚ"
Bratislavský kraj,Volebný obvod č. 7,4,Martin,Berta,57,podpredseda BSK,Bratislava - Karlova Ves,NEKA
Bratislavský kraj,Volebný obvod č. 7,5,Peter,Buzáš,56,"aktivista iniciatívy Naša Bratislava, vedúci správy budov",Bratislava - Karlova Ves,NEKA
Bratislavský kraj,Volebný obvod č. 7,6,Janka,Ďurčová,65,ekonómka - dôchodkyňa,Bratislava - Karlova Ves,ĽS Naše Slovensko
Bratislavský kraj,Volebný obvod č. 7,7,Zuzana,Garelová,33,rodičovská dovolenka,Bratislava - Karlova Ves,ĽS Naše Slovensko
Bratislavský kraj,Volebný obvod č. 7,8,Iveta,Hanulíková,53,ekonómka,Bratislava - Karlova Ves,"MOST - HÍD, SMER-SD, SKOK - ELD, SZ, SDKÚ-DS, STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI"
Bratislavský kraj,Volebný obvod č. 7,9,Natália,Hanulíková,28,"psychologička, predsedníčka Strany zelených Slovenska",Bratislava - Karlova Ves,SZS
Bratislavský kraj,Volebný obvod č. 7,10,Peter,Hrčka,30,finančný manažér,Bratislava - Karlova Ves,SNS
Bratislavský kraj,Volebný obvod č. 7,11,Peter,Húska,38,zamestnanec samosprávy,Bratislava - Karlova Ves,NEKA
Bratislavský kraj,Volebný obvod č. 7,12,Ľubica,Chmelová,58,odborná referentka,Bratislava - Karlova Ves,NP
Bratislavský kraj,Volebný obvod č. 7,13,Juraj,Kadnár,45,olympionik,Bratislava - Karlova Ves,"MOST - HÍD, SMER-SD, SKOK - ELD, SZ, SDKÚ-DS, STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI"
Bratislavský kraj,Volebný obvod č. 7,14,Peter,Karlík,28,účtovný analytik,Bratislava - Karlova Ves,SZS
Bratislavský kraj,Volebný obvod č. 7,15,Eva,Kováčová,43,marketingová špecialistka,Bratislava - Karlova Ves,SME RODINA - Boris Kollár
Bratislavský kraj,Volebný obvod č. 7,16,Robert,Krampl,43,IT špecialista,Bratislava - Karlova Ves,"SaS, OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), KDH, SMK-MKP, NOVA, OKS, Zmena zdola, DÚ"
Bratislavský kraj,Volebný obvod č. 7,17,Michal,Meňhár,30,kuriér,Bratislava - Karlova Ves,ĽS Naše Slovensko
Bratislavský kraj,Volebný obvod č. 7,18,Petra,Nagyová Džerengová,45,spisovateľka,Bratislava - Karlova Ves,"MOST - HÍD, SMER-SD, SKOK - ELD, SZ, SDKÚ-DS, STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI"
Bratislavský kraj,Volebný obvod č. 7,19,Ľuboš,Orlický,30,riaditeľ spoločnosti,Bratislava - Karlova Ves,SNS
Bratislavský kraj,Volebný obvod č. 7,20,Lívia,Poláchová,47,"aktivistka iniciatívy Naša Bratislava, učiteľka",Bratislava - Karlova Ves,NEKA
Bratislavský kraj,Volebný obvod č. 7,21,Balázs,Szamaranszký,30,IT manažér,Bratislava - Karlova Ves,"SaS, OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), KDH, SMK-MKP, NOVA, OKS, Zmena zdola, DÚ"
Bratislavský kraj,Volebný obvod č. 7,22,Jaromír,Šíbl,55,"aktivista iniciatívy Naša Bratislava, ochranár",Bratislava - Karlova Ves,NEKA
Bratislavský kraj,Volebný obvod č. 7,23,Ivan,Šimčík,41,ekonóm,Bratislava - Karlova Ves,NP
Bratislavský kraj,Volebný obvod č. 7,24,Rastislav,Velček,39,právnik,Bratislava - Karlova Ves,SZS
Bratislavský kraj,Volebný obvod č. 8,1,Andrej,Kovarík,34,ekológ a protikorupčný aktivista,Bratislava - Devínska Nová Ves,"SaS, OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), KDH, SMK-MKP, NOVA, OKS, Zmena zdola, DÚ"
Bratislavský kraj,Volebný obvod č. 8,2,Villiam,Liedl,43,obchodný riaditeľ,Bratislava - Devínska Nová Ves,SZS
Bratislavský kraj,Volebný obvod č. 8,3,Milan,Mošať,29,riaditeľ spoločnosti,Bratislava - Devínska Nová Ves,SME RODINA - Boris Kollár
Bratislavský kraj,Volebný obvod č. 8,4,Vladimír,Mráz,61,prednosta úradu,Bratislava - Devínska Nová Ves,NF
Bratislavský kraj,Volebný obvod č. 8,5,Jozef,Pacacha,66,štátny zamestnanec,Bratislava - Devínska Nová Ves,NP
Bratislavský kraj,Volebný obvod č. 8,6,Štefan,Sekáč,59,"živnostník, technik",Bratislava - Devínska Nová Ves,"MOST - HÍD, SMER-SD, SKOK - ELD, SZ, SDKÚ-DS, STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI"
Bratislavský kraj,Volebný obvod č. 8,7,Štefan,Sojka,69,dôchodca,Bratislava - Devín,ĽS Naše Slovensko
Bratislavský kraj,Volebný obvod č. 8,8,Juraj,Strempek,36,vedúci oddelenia ekonomiky a rozpočtu,Bratislava - Devínska Nová Ves,SNS
Bratislavský kraj,Volebný obvod č. 8,9,Veronika,Veslárová,29,právnička,Bratislava - Devínska Nová Ves,NEKA
