Bratislavský kraj,,
,,
Bratislava I,,
,,
Edita Gregová,SMK-MKP,172
,,
Senica,,
,,
Ferdinand Beňa,"ANO,HZD,SF,SMER",1 176
Jozef Marenčík,"ANO,HZD,SF,SMER",1 124
Dagmar Bollová,KSS,982
Peter Šťastný,"ANO,HZD,SF,SMER",971
Libor Pytlík,"DS,KDH,SDKÚ",930
Martin Čulen,SZS,851
Milan Vlček,"ANO,HZD,SF,SMER",820
Vladimír Kocourek,"ANO,HZD,SF,SMER",802
Ján Záhončík,"ĽB,ĽS-HZDS,P SNS,ZSNS",727
Juraj Procházka,"ĽB,ĽS-HZDS,P SNS,ZSNS",713
Miloslav Vadina,"ĽB,ĽS-HZDS,P SNS,ZSNS",636
Pavol Holejšovský,NEKA,621
Martin Lidaj,NEKA,610
Krzysztof Siwiec,NEKA,582
Jozef Khúla,"ĽB,ĽS-HZDS,P SNS,ZSNS",559
Veronika Kopúnková,SZS,500
Dušan Hečko,NEKA,490
Alena Hazuchová,NEKA,488
Soňa Majkútová,"ĽB,ĽS-HZDS,P SNS,ZSNS",486
Pavol Paradeiser,NEKA,419
Ján Kudla,KSS,403
Milan Fischer,KSS,384
Vladimír Sládek,KSS,342
Ján Ušiak,KSS,285
Alžbeta Mrázová,SNJ,255
Jaroslava Černeková,ASV,232
Viera Končitá,ASV,215
Ľubica Melegová,SNS,171
,,
Skalica,,
,,
Michal Srholec,"DS,KDH,SDKÚ",1 359
Bohumil Bartoš,"DS,KDH,SDKÚ",1 274
Andrea Španírová,"ANO,HZD,SF,SMER",1 149
Štefan Huťťa,"DS,KDH,SDKÚ",1 106
Viktor Béreš,NEKA,1 042
Juraj Čunderlík,SNS,974
Jozef Jurkovič,"ANO,HZD,SF,SMER",782
Lucia Valachovičová,ZRS,520
Jaroslav Kríž,KSS,359
Milan Novák,SNS,213
Miroslav Hladík,SZS,211
Peter Šamalík,SNS,180
,,
Trnava,,
,,
Ľubomír Antal,"ANO,HZD,SF,SMER",3 142
Marián Malina,"DS,KDH,SDKÚ",3 104
Peter Tomeček,NEKA,3 033
Augustín Hambálek,"ANO,HZD,SF,SMER",2 908
Eva Zatková,"ĽB,ĽS-HZDS,P SNS,ZSNS",2 670
Marek Ujlaky,"ANO,HZD,SF,SMER",2 626
Štefan Dvorský,"ANO,HZD,SF,SMER",2 619
Peter Markovič,"ANO,HZD,SF,SMER",2 608
Ladislav Gádoši,"ANO,HZD,SF,SMER",2 394
