Bratislavský kraj,,,
,,,
Volebný obvod č. 1,,,
 ,, , 
NF,Marta Černá,"3,158",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Ondrej Dostál,"4,124",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Pavol Baxa,"2,835",
,,,
Volebný obvod č. 2,,,
 , , ,
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Dušan Pekár,"7,994",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Ivo Nesrovnal,"6,679",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Zuzana Schwartzová,"6,088",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Lukáš Pokorný,"5,432",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Vladimír Sloboda,"5,372",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Attila Horváth,"4,381",
,,,
Volebný obvod č. 3,,,
 , , ,
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Alžbeta Ožvaldová,"2,423",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Ildikó Virágová,"1,402",
,,,
Volebný obvod č. 4,,,
 , , ,
NEKA,Rudolf Kusý,"4,427",
NEKA,Peter Ágoston,"2,022",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Pavol Galamboš,"2,452",
,,,
Volebný obvod č. 5,,,
 , , ,
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Juraj Lauko,"2,298",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Anna Zemanová,"1,711",
,,,
Volebný obvod č. 6,,,
 , , ,
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Martin Berta,"3,654",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Igor Bendík,"3,624",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Jana Cigániková,"3,576",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Juraj Kadnár,"3,448",
,,,
Volebný obvod č. 7,,,
 , , ,
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Martin Zaťovič,"4,083",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Peter Šramko,"3,461",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Juraj Káčer,"3,290",
,,,
Volebný obvod č. 8,,,
 , , ,
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",František Šebej,"6,475",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Ladislav Snopko,"5,878",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Tatiana Mikušová,"4,415",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Eduard Demel,"4,363",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Gabriela Ferenčáková,"4,228",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Peter Mach,"4,105",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Ján Karman,"4,068",
"Zmena zdola, DÚ",Elena Pätoprstá,"4,075",
,,,
Volebný obvod č. 9,,,
 , , ,
NaS - ns,Oskar Dobrovodský,"1,927",
NEKA,Marián Haramia,"2,306",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Martin Macejka,"1,445",
,,,
Volebný obvod č. 10,,,
 , , ,
NEKA,Peter Švaral,749,
,,,
Volebný obvod č. 11,,,
 , , ,
NEKA,Roman Maroš,974,
,,,
Volebný obvod č. 12,,,
 , , ,
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",Oliver Solga,"2,950",
"SDKÚ - DS,SZ,OKS,SMK-MKP,SaS,MOST - HÍD,KDH",René Bílik,"2,483",
,,,
Volebný obvod č. 13,,,
 , , ,
SMER - SD,Peter Fitz,847,
,,,
Volebný obvod č. 14,,,
 , , ,
